lesion_id,volume_mm3,contrast,sharpness
1.0,41.0,2.0909090439901163,10.60643196105957
2.0,150.0,3.666666515823302,9.410297393798828
3.0,168.0,4.599999848608111,12.597467422485352
4.0,63.0,2.0666665986500217,5.554088115692139
5.0,91.0,4.14285699677136,10.329597473144531
6.0,644.0,5.499999806058528,14.116384506225586
7.0,84.0,3.8181816468255683,7.67493200302124
8.0,34.0,1.5681817829925877,9.162435531616211
9.0,56.0,3.178571316488371,8.251203536987305
10.0,158.0,2.8148147633486142,16.103487014770508
11.0,225.0,4.214285565681211,11.754541397094727
12.0,120.0,3.1999998946839034,9.922075271606445
13.0,79.0,4.249999737738245,6.483741283416748
14.0,184.0,6.090908817555073,11.85329818725586
15.0,270.0,4.531249860191341,14.721124649047852
16.0,748.0,4.357142703500912,11.709407806396484
17.0,9.0,nan,10.128715515136719
18.0,64.0,5.499999547469922,6.018889427185059
19.0,40.0,2.8666666037695534,12.891805648803711
20.0,58.0,2.9999998518992417,6.45634126663208
