lesion_id,volume_mm3,contrast,sharpness
1.0,74.0,1.919999962349092,10.19174861907959
2.0,105.0,4.666666514145631,13.659444808959961
3.0,55.0,3.7499998467980675,8.350213050842285
4.0,131.0,4.3333331562999895,9.875513076782227
5.0,59.0,3.3333331971538387,7.860240936279297
6.0,480.0,6.307692069821377,16.311370849609375
7.0,61.0,4.222221992230188,6.623678684234619
8.0,51.0,2.333333290966378,16.59061050415039
9.0,263.0,4.899999759779372,9.352774620056152
10.0,100.0,4.749999833666473,12.886950492858887
11.0,258.0,5.4999997303646015,11.318582534790039
12.0,38.0,5.428571048380519,6.12152099609375
13.0,369.0,5.7499998238177765,18.587827682495117
14.0,647.0,4.124999873608404,12.371676445007324
15.0,49.0,4.9090906903033575,8.935511589050293
16.0,53.0,6.599999352875072,5.491842746734619
17.0,147.0,2.8823528580551447,9.972556114196777
