lesion_id,volume_mm3,contrast,sharpness
1.0,21.0,2.2999998768519374,4.1958723068237305
2.0,59.0,4.199999775120928,7.082386016845703
3.0,552.0,7.799999582367439,12.27485466003418
4.0,3746.0,4.478260765313957,16.472936630249023
5.0,200.0,3.176470488190228,9.518288612365723
6.0,96.0,3.4999998828754824,8.921928405761719
7.0,27.0,5.874999606796273,6.573400020599365
8.0,26.0,5.499999263788815,2.9540984630584717
9.0,124.0,5.38461516284115,11.360692977905273
10.0,55.0,4.299999769766666,7.113605499267578
11.0,8.0,nan,2.434530735015869
12.0,20.0,4.499999732286822,5.2123212814331055
13.0,15.0,4.42857108983231,3.9354300498962402
14.0,95.0,2.7777776125227254,4.817971229553223
15.0,129.0,5.199999721578293,8.643692970275879
16.0,17.0,4.888888598040003,6.076303005218506
17.0,65.0,8.090908697083089,13.166322708129883
18.0,27.0,4.7499997880603955,7.459744930267334
19.0,96.0,3.078947281655283,9.94473648071289
20.0,622.0,6.590908930502429,23.32892417907715
21.0,87.0,4.944444297367448,13.549676895141602
22.0,287.0,3.7894735774218864,13.06950569152832
23.0,25.0,4.555555284537276,4.535054683685303
24.0,198.0,2.952380877105589,11.528295516967773
25.0,106.0,5.892856917486349,12.962053298950195
26.0,5.0,nan,4.438991546630859
27.0,22.0,2.4999999043881487,5.838807582855225
28.0,20.0,3.153846023949817,5.307297229766846
29.0,76.0,2.392857051342942,7.51170539855957
30.0,13.0,3.4444442395281842,4.255214214324951
31.0,67.0,3.4642856480403585,18.089670181274414
32.0,38.0,4.124999815947188,7.445531845092773
33.0,263.0,6.166666391517007,11.966854095458984
34.0,15.0,4.999999702540913,5.828729152679443
35.0,6029.0,4.863636245267308,18.3841609954834
36.0,1595.0,6.647058614175847,18.75774383544922
37.0,2671.0,5.159999889487996,21.40489959716797
38.0,35.0,2.642857041781757,5.4396443367004395
39.0,17.0,3.14285690246164,2.9573168754577637
40.0,79.0,4.866666492950556,12.071060180664062
41.0,58.0,3.5333332072106782,8.181978225708008
42.0,9.0,nan,4.73041296005249
43.0,87.0,2.1538460651364595,5.581936836242676
44.0,224.0,4.3124998556858625,11.429797172546387
45.0,40.0,3.499999882875482,8.567514419555664
46.0,40.0,3.5333332072106765,8.646324157714844
47.0,88.0,6.05555519529955,8.56749153137207
48.0,12.0,1.2368420704085326,10.522634506225586
49.0,118.0,5.12499982849624,12.74463176727295
50.0,91.0,3.399999878636689,9.544611930847168
51.0,31.0,4.124999861960389,9.037095069885254
52.0,76.0,3.89999979118372,5.979637145996094
53.0,2.0,nan,6.185525894165039
54.0,212.0,4.727272497172143,10.57912826538086
