lesion_id,volume_mm3,contrast,sharpness
1.0,112.0,4.333250463000478,7.429542541503906
2.0,132.0,2.3331245374110274,8.996845245361328
3.0,138.0,4.924885541436829,9.552278518676758
4.0,253.0,5.000086958034362,14.828763008117676
5.0,728.0,6.226462566682884,14.08715534210205
6.0,79.0,1.9401054069292194,8.832273483276367
7.0,76.0,2.545636314813858,6.797915935516357
8.0,140.0,3.9538165492868087,7.420568943023682
9.0,156.0,5.741517736184632,9.870964050292969
10.0,86.0,4.304780481554341,6.834035396575928
11.0,158.0,4.335721673849169,12.920232772827148
12.0,10.0,1.8628497245009308,5.465763092041016
13.0,823.0,5.300998945949092,14.546244621276855
14.0,50.0,2.5205196255389093,4.5823869705200195
15.0,60.0,2.335232217817843,11.437061309814453
16.0,305.0,5.8334463477707095,12.150214195251465
17.0,105.0,2.520630007344104,8.708826065063477
18.0,30.0,1.6578250815834426,5.71524715423584
19.0,55.0,3.350574770590449,6.87555456161499
20.0,37.0,3.0607315348071196,4.738068103790283
21.0,209.0,2.8619818807341133,8.787769317626953
22.0,69.0,2.7291766615496864,3.3108372688293457
23.0,193.0,2.906014797660566,11.988569259643555
24.0,85.0,5.922453586134682,7.601883411407471
25.0,106.0,3.9674209677461048,8.850126266479492
26.0,28.0,2.9258663153672675,5.955085754394531
27.0,173.0,2.5456149756756274,17.83918571472168
28.0,74.0,3.5734470458375114,7.0394086837768555
29.0,89.0,3.7458463594472073,7.306644439697266
30.0,116.0,2.473604039074157,5.851309776306152
31.0,168.0,4.64184761358051,10.282308578491211
32.0,320.0,8.5604225143315,15.233404159545898
33.0,108.0,2.915114158687042,11.734139442443848
34.0,108.0,4.3137667896184615,8.206258773803711
35.0,622.0,3.770343229591436,12.672089576721191
36.0,23.0,2.2763031345903024,7.924314498901367
37.0,226.0,2.9603850479419065,12.873730659484863
38.0,35.0,1.952344308067947,5.634255409240723
39.0,84.0,3.5814394010510724,8.08736801147461
40.0,89.0,5.445686626482787,7.661691188812256
41.0,117.0,4.922205825472768,11.199711799621582
42.0,20.0,2.9753363894787865,6.822648525238037
43.0,44.0,5.960697481435861,9.046947479248047
