lesion_id,volume_mm3,contrast,sharpness
1.0,182.0,3.444444257918249,7.286724090576172
2.0,127.0,4.099999800176292,8.29318904876709
3.0,267.0,3.4166665279002024,8.425780296325684
4.0,103.0,4.79999976606005,8.450456619262695
5.0,71.0,5.099999751438801,9.202546119689941
6.0,3187.0,3.9090907358915654,9.239424705505371
7.0,604.0,3.9090907358915645,8.397072792053223
8.0,57.0,2.9999998537875308,6.222478866577148
9.0,131.0,4.666666413953759,8.441079139709473
10.0,117.0,2.1874999333667127,7.4086079597473145
11.0,82.0,3.999999822772764,8.24629020690918
12.0,814.0,4.5999997758075475,9.10577392578125
13.0,697.0,5.33333290011121,6.7994160652160645
14.0,3.0,nan,3.869166135787964
15.0,59.0,4.416666487285626,10.312708854675293
16.0,20.0,5.333332900111216,5.1182146072387695
17.0,140.0,3.749999885771506,11.37930679321289
18.0,83.0,4.058823413048898,13.094696998596191
19.0,112.0,3.6249998527721647,8.760159492492676
20.0,74.0,2.7499998659719034,7.035661220550537
21.0,68.0,4.624999718236393,7.479341506958008
22.0,69.0,3.9999997215000653,4.7057647705078125
23.0,29.0,4.374999733466857,4.813290596008301
24.0,694.0,4.64285698122771,12.74134635925293
25.0,64.0,4.666666413953757,6.748144626617432
26.0,157.0,3.24999980200395,5.911219596862793
27.0,52.0,2.8749999124248222,7.734800338745117
28.0,700.0,3.538461405803281,9.619531631469727
29.0,100.0,4.46666652153725,12.847179412841797
30.0,57.0,2.769230665411263,8.5606689453125
31.0,66.0,5.099999751438802,8.966634750366211
32.0,60.0,4.999999512625127,4.745548248291016
33.0,45.0,4.473683981014592,7.444291114807129
34.0,59.0,4.46666652153725,12.836788177490234
35.0,284.0,4.727272517822357,9.979223251342773
36.0,51.0,4.666666287597314,5.138594627380371
37.0,62.0,3.6363634752479665,8.008804321289062
38.0,130.0,3.9499998074869156,8.50661849975586
