lesion_id,volume_mm3,contrast,sharpness
1.0,94.0,2.5333332586664086,9.587677001953125
2.0,108.0,5.233333179087186,14.691984176635742
3.0,125.0,4.5833331644731,10.998838424682617
4.0,143.0,4.249999765130774,7.3438615798950195
5.0,404.0,5.531249847162301,17.724430084228516
6.0,31.0,3.714285596992076,9.697168350219727
7.0,121.0,4.266666540911846,12.811084747314453
8.0,184.0,3.8333331921047766,10.300378799438477
9.0,190.0,7.666666290057185,13.55842399597168
10.0,448.0,5.133333182034565,16.630382537841797
11.0,539.0,3.705882256564956,12.877159118652344
12.0,55.0,3.9999998392338956,9.711494445800781
13.0,28.0,7.0999993722083925,6.5141377449035645
14.0,153.0,2.9411763940991715,11.139739990234375
