lesion_id,volume_mm3,contrast,sharpness
1.0,726.0,7.2631573747938925,9.816451072692871
2.0,254.0,4.122806820786055,8.264251708984375
3.0,288.0,3.071428452069289,8.516109466552734
4.0,70.0,4.790322370467339,9.332521438598633
5.0,96.0,3.921052350885108,5.225000381469727
6.0,162.0,2.7307690879142235,5.31215763092041
7.0,18.0,1.7142856476665802,7.100480079650879
8.0,194.0,6.590908683428943,9.797155380249023
9.0,468.0,4.385714115280333,10.865438461303711
10.0,132.0,2.6956520145014764,5.446677207946777
11.0,70.0,4.692307201369376,3.8719682693481445
12.0,175.0,2.4680849635343476,4.867533206939697
13.0,98.0,3.4285712065076526,5.3485894203186035
14.0,92.0,4.666665961408623,2.947150468826294
