lesion_id,volume_mm3,contrast,sharpness
1.0,732.0,3.1666665714027644,9.866948127746582
2.0,71.0,2.2777777092546203,7.492730617523193
3.0,47.0,4.166666478645808,7.814003944396973
4.0,96.0,3.062499896353501,7.075047969818115
5.0,69.0,3.4285712959591654,7.920577526092529
6.0,17982.0,5.277777619004607,12.928384780883789
7.0,545.0,4.466666505419977,11.814684867858887
8.0,32.0,2.863636222667337,6.1190996170043945
9.0,166.0,3.261904677794205,12.267251968383789
10.0,60.0,5.562499623488241,6.896134376525879
11.0,11.0,2.3846152852869693,6.163488388061523
12.0,300.0,3.1666665237708145,7.374659538269043
13.0,7665.0,4.199999848379978,10.809206008911133
14.0,103.0,2.299999937727491,9.659629821777344
15.0,168.0,2.0937499645698185,13.416451454162598
16.0,168.0,3.5454543709214668,7.317338466644287
17.0,5335.0,4.874999835011694,12.642441749572754
18.0,30.0,1.9117646449870158,8.069232940673828
19.0,66.0,4.4999997563249705,7.357728004455566
20.0,4.0,nan,3.1759722232818604
21.0,351.0,1.7499999407734288,7.847130298614502
22.0,38.0,5.428571008632613,4.760317802429199
23.0,98.0,6.687499547339795,8.693521499633789
24.0,130.0,6.187499581183548,8.729419708251953
25.0,56.0,2.588235211674729,7.951680660247803
26.0,271.0,2.9230768013195094,8.151748657226562
27.0,60.0,3.3888886849907194,6.1272735595703125
28.0,8.0,nan,6.968455791473389
29.0,47.0,3.1111109239259025,5.696928977966309
