lesion_id,volume_mm3,contrast,sharpness
1.0,73.0,3.9999998339698375,9.369909286499023
2.0,109.0,5.444444231013694,12.03665828704834
3.0,129.0,3.5714284274228185,8.715883255004883
4.0,35.0,4.583333063822569,7.243339538574219
5.0,455.0,6.411764439745768,14.360868453979492
6.0,74.0,3.687499837374753,7.281656742095947
7.0,201.0,3.1818180797645166,9.635269165039062
8.0,144.0,4.374999807054791,9.479866027832031
9.0,48.0,4.4545451687952005,5.707357406616211
10.0,151.0,7.0833329168166985,10.807611465454102
11.0,250.0,4.099999855346219,11.7572603225708
12.0,428.0,3.27999990742158,10.742796897888184
13.0,40.0,4.766666442433709,8.352777481079102
14.0,48.0,6.266666077075142,5.681699752807617
15.0,76.0,2.8636362717880655,8.978128433227539
